SpeciesID,ScientificName,Scientific.Name.with.Author,CommonNameA,CommonNameB,Family,WetlandStatus
COFU5,Collema furvum,Collema furvum (Ach.) Ach.,,,,
COTU4,Collema tuniforme,Collema tuniforme (Ach.) Ach.,,,,
COFUL,Collema furfuraceum,Collema furfuraceum (Arnold) Du Rietz var. luzonense (Rasanen) Degel.,Luzon jelly lichen,,Collemataceae,
COSU14,Collema subfurfuraceum,Collema subfurfuraceum Degel.,,,,
COGE,Cordia gerascanthus,Cordia gerascanthus L.,yauco,,Boraginaceae,
COGI,Coreopsis gigantea,Coreopsis gigantea (Kellogg) H.M. Hall,giant coreopsis,,Asteraceae,
LEGI2,Leptosyne gigantea,Leptosyne gigantea Kellogg,,,,
TUGI,Tuckermannia gigantea,Tuckermannia gigantea (Kellogg) M.E. Jones,,,,
COGL,Condalia globosa,Condalia globosa I.M. Johnst.,bitter snakewood,,Rhamnaceae,
COGL14,Collema glebulentum,Collema glebulentum (Nyl. ex Crombie) Degel.,jelly lichen,,Collemataceae,
COGL16,Cotoneaster glaucophyllus,Cotoneaster glaucophyllus Franch.,,,Rosaceae,
COGL2,Coreopsis gladiata,Coreopsis gladiata Walter,coastal plain tickseed,Coastal-Plain Tickseed,Asteraceae,FACW
COAN9,Coreopsis angustifolia,"Coreopsis angustifolia Aiton, non L.",,,,
COHE11,Coreopsis helianthoides,Coreopsis helianthoides Beadle,,,,
COLO7,Coreopsis longifolia,Coreopsis longifolia Small,,,,
COLOG2,Coreopsis longifolia,Coreopsis longifolia Small var. godfreyi Sherff,,,,
COGL3,Cornus glabrata,Cornus glabrata Benth.,brown dogwood,Smooth-Leaf Dogwood,Cornaceae,
COGL4,Comocladia glabra,Comocladia glabra (Schult.) Spreng.,carrasco,Carrasco,Anacardiaceae,
COGL5,Colubrina glandulosa,Colubrina glandulosa Perkins,glandular nakedwood,,Rhamnaceae,
COGL6,Cordia globosa,Cordia globosa (Jacq.) Kunth,curaciao bush,,Boraginaceae,
COBUH,Cordia bullata,Cordia bullata (L.) Roem. & Schult. ssp. humilis (Jacq.) Gaviria,,,,
COGLG2,Cordia globosa,Cordia globosa (Jacq.) Kunth var. globosa,,,,
COGLH,Cordia globosa,Cordia globosa (Jacq.) Kunth var. humilis (Jacq.) I.M. Johnst.,,,,
COHU,Cordia humilis,Cordia humilis Jacq.,,,,
VAGL5,Varronia globosa,Varronia globosa Jacq.,,,,
COGL7,Coursetia glabella,Coursetia glabella (A. Gray) Lavin,smooth babybonnets,,Fabaceae,
BEEDG,Benthamantha edwardsii,Benthamantha edwardsii (A. Gray) Rose var. glabella (A. Gray) Wiggins,,,,
BEGL3,Benthamantha glabella,Benthamantha glabella (A. Gray) Rydb.,,,,
CREDG,Cracca edwardsii,Cracca edwardsii A. Gray var. glabella A. Gray,,,,
CRGL11,Cracca glabella,Cracca glabella (A. Gray) Lavin,,,,
COGL8,Coursetia glandulosa,Coursetia glandulosa A. Gray,rosary babybonnets,,Fabaceae,
COMI3,Coursetia microphylla,Coursetia microphylla A. Gray,,,,
COGL9,Conradina glabra,Conradina glabra Shinners,Apalachicola false rosemary,,Lamiaceae,
COGLA,Colubrina glandulosa,Colubrina glandulosa Perkins var. antillana (M.C. Johnst.) M.C. Johnst.,glandular nakedwood,,Rhamnaceae,
CORUA,Colubrina rufa,Colubrina rufa (Vell.) Reissek var. antillana M.C. Johnst.,,,,
COGLM,Cotoneaster glaucophyllus,Cotoneaster glaucophyllus Franch. var. meiophyllus W.W. Sm.,,,Rosaceae,
COGLP,Condalia globosa,Condalia globosa I.M. Johnst. var. pubescens I.M. Johnst.,bitter snakewood,,Rhamnaceae,
COGM,Conioselinum gmelinii,Conioselinum gmelinii (Cham. & Schltdl.) Steud.,Pacific hemlockparsley,,Apiaceae,
COCHP,Conioselinum chinense,"Conioselinum chinense (L.) Britton, Sterns & Poggenb. var. pacificum (S. Watson) B. Boivin",,Chinese Hemlock-Parsley,,FACW
COPA22,Conioselinum pacificum,Conioselinum pacificum (S. Watson) J.M. Coult. & Rose,,Pacific Hemlock-Parsley,,
COGR10,Conoclinium greggii,Conoclinium greggii (A. Gray) Small,palmleaf thoroughwort,,Asteraceae,
CODI21,Conoclinium dissectum,Conoclinium dissectum A. Gray,,Pinked Mistflower,,
EUGR2,Eupatorium greggii,Eupatorium greggii A. Gray,,,,
COGR15,Coniocybe gracilescens,Coniocybe gracilescens Willey,pin lichen,,Coniocybaceae,
COGR19,Cornutia grandifolia,Cornutia grandifolia (Schltdl. & Cham.) Schauer,,,Verbenaceae,
COGR2,Collinsia grandiflora,Collinsia grandiflora Lindl.,giant blue eyed Mary,,Scrophulariaceae,
COPAG,Collinsia parviflora,Collinsia parviflora Lindl. var. grandiflora (Lindl.) Ganders & Krause,,,,
COGR20,Combretum grandiflorum,Combretum grandiflorum G. Don,showy combretum,,Combretaceae,
COGR22,Cojoba graciliflora,Cojoba graciliflora (S.F. Blake) Britton & Rose,Guadeloupe blackbead,,Fabaceae,
PIGR5,Pithecellobium graciliflorum,Pithecellobium graciliflorum S.F. Blake,,,,
COGR23,Coprosma granadensis,Coprosma granadensis (L. f.) Heads,makole,Makole,Rubiaceae,
GOGR,Gomozia granadensis,Gomozia granadensis L. f.,,,,
NEGR2,Nertera granadensis,Nertera granadensis (L. f.) Druce,,,,
NEGRI,Nertera granadensis,Nertera granadensis (L. f.) Druce var. insularis Skottsb.,,,,
COGR24,Cornutia grandiflora,Cornutia grandiflora (Schltdl. & Cham.) Schauer,Mexican-blue,,Verbenaceae,
COGR3,Collinsia greenei,Collinsia greenei A. Gray,Greene's blue eyed Mary,,Scrophulariaceae,
COGR4,Collomia grandiflora,Collomia grandiflora Douglas ex Lindl.,grand collomia,,Polemoniaceae,
COGR5,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet,largeflower tickseed,,Asteraceae,
COGR6,Cochlearia groenlandica,Cochlearia groenlandica L.,Danish scurvygrass,Danish Scurvy-Grass,Brassicaceae,
COGR11,Cochleariopsis groenlandica,Cochleariopsis groenlandica (L.) Á. Löve & D. Löve,,,,
COGRA,Cochleariopsis groenlandica,Cochleariopsis groenlandica (L.) Á. Löve & D. Löve ssp. arctica (Schltdl.) Á. Löve & D. Löve,,,,
COGRO,Cochleariopsis groenlandica,Cochleariopsis groenlandica (L.) Á. Löve & D. Löve ssp. oblongifolia (DC.) Á. Löve & D. Löve,,,,
COOFA,Cochlearia officinalis,Cochlearia officinalis L. ssp. arctica (Schltdl.) Hultén,,,,
COOFA2,Cochlearia officinalis,Cochlearia officinalis L. var. arctica (Schltdl.) Gelert,,,,
COOFG,Cochlearia officinalis,Cochlearia officinalis L. ssp. groenlandica (L.) A.E. Porsild,,,,
COOFO,Cochlearia officinalis,Cochlearia officinalis L. ssp. oblongifolia (DC.) Hultén,,,,
COGR7,Colubrina greggii,Colubrina greggii S. Watson,Sierra nakedwood,,Rhamnaceae,
COGR8,Conradina grandiflora,Conradina grandiflora Small,largeflower false rosemary,,Lamiaceae,
COGR9,Coccinia grandis,Coccinia grandis (L.) Voigt,ivy gourd,,Cucurbitaceae,
BRGR8,Bryonia grandis,Bryonia grandis L.,,,,
COCO18,Coccinia cordifolia,Coccinia cordifolia auct. non (L.) Cogn.,,,,
COIN14,Coccinia indica,Coccinia indica Wight & Arn.,,,,
COGRG,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet var. grandiflora,largeflower tickseed,,Asteraceae,
COGRP2,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet var. pilosa Sherff,,,,
COGRH,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet var. harveyana (A. Gray) Sherff,largeflower tickseed,,Asteraceae,
COHE8,Coreopsis heterolepis,Coreopsis heterolepis Sherff,,,,
COGRI,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet var. inclinata J. Allison,Ketona tickseed,,Asteraceae,
COGRL,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet var. longipes (Hook.) Torr. & A. Gray,largeflower tickseed,,Asteraceae,
COLO9,Coreopsis longipes,Coreopsis longipes Hook.,,,,
COGRS,Coreopsis grandiflora,Coreopsis grandiflora Hogg ex Sweet var. saxicola (Alexander) E.B. Sm.,largeflower tickseed,,Asteraceae,
COSA5,Coreopsis saxicola,Coreopsis saxicola Alexander,,,,
COSAD,Coreopsis saxicola,Coreopsis saxicola Alexander var. duncanii Sherff,,,,
COGU,Costus guanaiensis,Costus guanaiensis Rusby,cana de India,Cana-de-India,Costaceae,
COGU3,Couroupita guianensis,Couroupita guianensis Aubl.,cannonball tree,,Lecythidaceae,
COGU4,Corymbia gummifera,Corymbia gummifera (Sol. ex Gaertn.) K.D. Hill & L.A.S. Johnson,red bloodwood,,Myrtaceae,
EUGU2,Eucalyptus gummifera,Eucalyptus gummifera (Sol. ex Gaertn.) Hochr.,,,,
COGU5,Coelogyne guamensis,Coelogyne guamensis Ames,Guam coelogyne,,Orchidaceae,
COGUM,Costus guanaiensis,Costus guanaiensis Rusby var. macrostrobilus (K. Schum.) Maas,cana de India,Cana-de-India,Costaceae,
COMA13,Costus macrostrobilus,Costus macrostrobilus K. Schum.,,,,
COGY,Codariocalyx gyroides,Codariocalyx gyroides (Roxb. ex Link) Hassk.,false tick trefoil,,Fabaceae,
DEGY80,Desmodium gyroides,Desmodium gyroides (Roxb. ex Link) DC.,,,,
COHA2,Coreopsis hamiltonii,Coreopsis hamiltonii (Elmer) H. Sharsm.,Mt. Hamilton tickseed,,Asteraceae,
LEHA3,Leptosyne hamiltonii,Leptosyne hamiltonii Elmer,,,,
COHA4,Commiphora habessinica,Commiphora habessinica (Berg) Engl.,Abyssinian myrrh,,Burseraceae,
COHA5,Columbiadoria hallii,Columbiadoria hallii (A. Gray) G.L. Nesom,Hall's columbiadoria,,Asteraceae,
HAHA,Haplopappus hallii,Haplopappus hallii A. Gray,,,,
HEHA3,Hesperodoria hallii,Hesperodoria hallii (A. Gray) Greene,,,,
COHA6,Cotoneaster harrovianus,Cotoneaster harrovianus E.H. Wilson,,,Rosaceae,
COHA7,Cotoneaster harrysmithii,Cotoneaster harrysmithii Flinck & B. Hylmo,,,Rosaceae,
COHE,Collinsia heterophylla,Collinsia heterophylla Buist ex Graham,purple Chinese houses,,Scrophulariaceae,
COHE12,Corylus heterophylla,Corylus heterophylla Fisch. ex Trautv.,Siberian hazelnut,,Betulaceae,
COHE13,Cotoneaster hebephyllus,Cotoneaster hebephyllus Diels,,,Rosaceae,
COHE14,Cotoneaster henryanus,Cotoneaster henryanus (C.K. Schneid.) Rehder & E.H. Wilson,,,Rosaceae,
COHE15,Combretum hereroense,Combretum hereroense Schinz,russet bushwillow,,Combretaceae,
COHE2,Collomia heterophylla,Collomia heterophylla Douglas ex Hook.,variableleaf collomia,,Polemoniaceae,
COHE6,Coccocypselum herbaceum,Coccocypselum herbaceum Aubl.,yerba de guava,,Rubiaceae,
TOHE2,Tontanea herbacea,Tontanea herbacea (Aubl.) Standl.,,,,
COHEA,Collinsia heterophylla,Collinsia heterophylla Buist ex Graham var. austromontana (Newsom) Munz,purple Chinese houses,,Scrophulariaceae,
COAU7,Collinsia austromontana,Collinsia austromontana (Newsom) Pennell,,,,
COHEF2,Cotoneaster hebephyllus,Cotoneaster hebephyllus Diels var. fulvidus W.W. Sm.,,,Rosaceae,
COHEH,Collinsia heterophylla,Collinsia heterophylla Buist ex Graham var. heterophylla,purple Chinese houses,,Scrophulariaceae,
COHI3,Corchorus hirsutus,Corchorus hirsutus L.,jackswitch,,Tiliaceae,
COHI4,Corchorus hirtus,Corchorus hirtus L.,Orinoco jute,,Tiliaceae,
COHIG,Corchorus hirtus,Corchorus hirtus L. var. glabellus A. Gray,,,,
COHIO,Corchorus hirtus,Corchorus hirtus L. var. orinocensis (Kunth) K. Schum.,,,,
COOR5,Corchorus orinocensis,Corchorus orinocensis Kunth,,,,
COHI6,Cotoneaster hissaricus,Cotoneaster hissaricus Pojark.,,,Rosaceae,
COHI9,Coccocypselum hirsutum,Coccocypselum hirsutum Bartl. ex DC.,yerba de guava,,Rubiaceae,
COHO,Condalia hookeri,Condalia hookeri M.C. Johnst.,Brazilian bluewood,,Rhamnaceae,
COHO3,Corispermum hookeri,Corispermum hookeri Mosyakin,Hooker bugseed,,Chenopodiaceae,
COHO80,Cotoneaster horizontalis,Cotoneaster horizontalis Decne.,rockspray cotoneaster,,Rosaceae,
COHOW,Cotoneaster horizontalis,Cotoneaster horizontalis Decne. var. wilsonii Havemeyer ex E.H. Wilson,,,,
COHOE,Condalia hookeri,Condalia hookeri M.C. Johnst. var. edwardsiana (Cory) M.C. Johnst.,Edwards' bluewood,,Rhamnaceae,
COHOH,Condalia hookeri,Condalia hookeri M.C. Johnst. var. hookeri,Brazilian bluewood,,Rhamnaceae,
COOB7,Condalia obovata,Condalia obovata Hook.,,,,
COHOH2,Corispermum hookeri,Corispermum hookeri Mosyakin var. hookeri,Hooker bugseed,,Chenopodiaceae,
COHOP,Corispermum hookeri,Corispermum hookeri Mosyakin var. pseudodeclinatum Mosyakin,Hooker bugseed,,Chenopodiaceae,
COHU80,Cotoneaster hupehensis,Cotoneaster hupehensis Rehder & E.H. Wilson,Hupeh cotoneaster,,Rosaceae,
COHY,Corispermum hyssopifolium,Corispermum hyssopifolium L.,bugseed,Hyssop-Leaf Bugseed,Chenopodiaceae,
COIG2,Cotoneaster ignavus,Cotoneaster ignavus E.L. Wolf,,,Rosaceae,
COIM,Coenogonium implexum,Coenogonium implexum Nyl.,coenogonium lichen,,Gyalectaceae,
COIM2,Combretum imberbe,Combretum imberbe Wawra,leadwood,,Combretaceae,
COIN10,Coenogonium interplexum,Coenogonium interplexum Nyl.,coenogonium lichen,,Gyalectaceae,
COIN11,Coenogonium interpositum,Coenogonium interpositum Nyl.,coenogonium lichen,,Gyalectaceae,
COIN15,Cotoneaster insignis,Cotoneaster insignis Pojark.,,,Rosaceae,
COLI15,Cotoneaster lindleyi,Cotoneaster lindleyi auct.,,,,
COIN16,Cotoneaster integerrimus,Cotoneaster integerrimus Medik.,cotoneaster,,Rosaceae,
COIN17,Cornutispora intermedia,Cornutispora intermedia Punith & D. Hawksw.,,,Uncertain Ascomycota Family,
COIN18,Corymbia intermedia,Corymbia intermedia (R.T. Baker) K.D. Hill & L.A.S. Johnson,,,Myrtaceae,
EUIN7,Eucalyptus intermedia,Eucalyptus intermedia R.T. Baker,,,,
COIN19,Cornus ×intermedia,Cornus ×intermedia (Farr) Calder & Roy L. Taylor,dogwood,,Cornaceae,
COCAI,Cornus canadensis,Cornus canadensis L. var. intermedia Farr p.p.,,Canadian Bunchberry,,FACU
COIN20,Cornus intermedia,"Cornus intermedia (Farr) Calder & Roy L. Taylor, database artifact",,,,
COIN2,Coreopsis intermedia,Coreopsis intermedia Sherff,goldenwave tickseed,,Asteraceae,
COIN21,Corydalis incisa,Corydalis incisa (Thunb.) Pers.,incised fumewort,,Fumariaceae,
COIN4,Coreopsis integrifolia,Coreopsis integrifolia Poir.,fringeleaf tickseed,Fringe-Leaf Tickseed,Asteraceae,FACW
COINC,Coincya Rouy,Coincya Rouy,star-mustard,,Brassicaceae,
COIR,Condylidium iresinoides,Condylidium iresinoides (Kunth) R.M. King & H. Rob.,villalba,,Asteraceae,
EUIR,Eupatorium iresinoides,Eupatorium iresinoides Kunth,,,,
COIS2,Colutea istria,Colutea istria Mill.,bladder-senna,,Fabaceae,
COIX,Coix L.,Coix L.,Job's tears,,Poaceae,
COJO,Cooperia jonesii,Cooperia jonesii Cory,Jones' rainlily,,Liliaceae,
ZEJO2,Zephyranthes jonesii,Zephyranthes jonesii (Cory) Traub,,,,
COJOB,Cojoba Britton,Cojoba Britton & Rose,cojoba,,Fabaceae,
COJU,Cochlidium jungens,Cochlidium jungens Bishop,mountain snailfern,,Grammitidaceae,
COMI8,Cochlidium minus,Cochlidium minus (Jenman) Maxon,,,,
GRJU,Grammitis jungens,Grammitis jungens (Bishop) Proctor,,,,
COJU2,Cortaderia jubata,Cortaderia jubata (Lem.) Stapf,purple pampas grass,Uruguayan Pampas Grass,Poaceae,UPL
COAT2,Cortaderia atacamensis,Cortaderia atacamensis (Phil.) Pilg.,,,,
COJU3,Coronilla juncea,Coronilla juncea L.,,,Fabaceae,
COKA,Coprosma kauensis,Coprosma kauensis (A. Gray) A. Heller,koi,Koi,Rubiaceae,
COKA2,Cotoneaster karatavicus,Cotoneaster karatavicus Pojark.,,,Rosaceae,
COKA3,Collema kauaiense,Collema kauaiense H. Magn.,,,Collemataceae,
COKI,Cordylanthus kingii,Cordylanthus kingii S. Watson,King's bird's-beak,,Scrophulariaceae,
COKID,Cordylanthus kingii,Cordylanthus kingii S. Watson ssp. densiflorus T.I. Chuang & Heckard,King's bird's-beak,,Scrophulariaceae,
COKID2,Cordylanthus kingii,Cordylanthus kingii S. Watson var. densiflorus (T.I. Chuang & Heckard) N.D. Atwood,,,,
COKIH,Cordylanthus kingii,Cordylanthus kingii S. Watson ssp. helleri (Ferris) T.I. Chuang & Heckard,Heller's bird's-beak,,Scrophulariaceae,
COHE4,Cordylanthus helleri,Cordylanthus helleri (Ferris) J.F. Macbr.,,,,
COKIH2,Cordylanthus kingii,Cordylanthus kingii S. Watson var. helleri (Ferris) N.H. Holmgren,,,,
COKIK,Cordylanthus kingii,Cordylanthus kingii S. Watson ssp. kingii,King's bird's-beak,,Scrophulariaceae,
COKO2,Cornus kousa,Cornus kousa Hance,kousa dogwood,,Cornaceae,
COKR,Coccoloba krugii,Coccoloba krugii Lindau,whitewood,,Polygonaceae,
COLA,Coix lacryma-jobi,Coix lacryma-jobi L.,Job's tears,Job's-Tears,Poaceae,FACW
COLA12,Cordia laevigata,Cordia laevigata Lam.,smooth manjack,,Boraginaceae,
CONI,Cordia nitida,Cordia nitida Vahl ex West,,,,
COLA14,Copaifera langsdorffii,Copaifera langsdorffii Desf.,Langsdorf's copaifera,,Fabaceae,
COLA15,Cola Schott,Cola Schott & Endl.,cola,,Sterculiaceae,
COLA18,Cotoneaster lacteus,Cotoneaster lacteus W.W. Sm.,milkflower cotoneaster,,Rosaceae,
COLA19,Commelina latifolia,Commelina latifolia Hochst. ex A. Rich.,,,Commelinaceae,
COLA20,Cocculus laurifolius,Cocculus laurifolius (Roxb.) DC.,laurel-leaf snailseed,,Menispermaceae,
COLA21,Conyza laevigata,Conyza laevigata (L.C. Rich) Pruski,manzanilla horseweed,,Asteraceae,
COAP,Conyza apurensis,Conyza apurensis Kunth,,,,
COSU8,Conyza subspathulata,Conyza subspathulata Cronquist,,,,
ERAP5,Erigeron apurensis,Erigeron apurensis (Kunth) Griseb.,,,,
ERCH14,Erigeron chinensis,Erigeron chinensis Jacq.,,,,
ERSP13,Erigeron spathulatus,Erigeron spathulatus Vahl,,,,
LECH3,Leptilon chinense,Leptilon chinense (Jacq.) Britton,,,,
COLA3,Coptis laciniata,Coptis laciniata A. Gray,Oregon goldthread,Oregon Goldthread,Ranunculaceae,
COLA4,Cordylanthus laxiflorus,Cordylanthus laxiflorus A. Gray,nodding bird's-beak,,Scrophulariaceae,
COLA5,Coreopsis lanceolata,Coreopsis lanceolata L.,lanceleaf tickseed,Lance-Leaf Tickseed,Asteraceae,UPL
COCR5,Coreopsis crassifolia,Coreopsis crassifolia Aiton,,,,
COHE7,Coreopsis heterogyna,Coreopsis heterogyna Fernald,,,,
COLAV,Coreopsis lanceolata,Coreopsis lanceolata L. var. villosa Michx.,,Lance-Leaf Tickseed,,UPL
COLA6,Corynocarpus laevigatus,Corynocarpus laevigatus J.R. Forst. & G. Forst.,karaka nut,,Corynocarpaceae,
COLA7,Coreopsis latifolia,Coreopsis latifolia Michx.,broadleaf tickseed,,Asteraceae,
LELA15,Leiodon latifolius,Leiodon latifolius (Michx.) Shuttlw.,,,,
COLA8,Collomia larsenii,Collomia larsenii (A. Gray) Payson,talus collomia,,Polemoniaceae,
CODEL,Collomia debilis,Collomia debilis (S. Watson) Greene var. larsenii (A. Gray) Brand,,,,
COLCH,Colchicum L.,Colchicum L.,colchicum,,Liliaceae,
COLE10,Corymbia leichhardtii,Corymbia leichhardtii (F.M. Bailey) K.D. Hill & L.A.S. Johnson,,,Myrtaceae,
EUPEL2,Eucalyptus peltata,Eucalyptus peltata Benth. ssp. leichhardtii (F.M. Bailey) L.A.S. Johnson & Blaxell,,,,
COLE3,Coreopsis leavenworthii,Coreopsis leavenworthii Torr. & A. Gray,Leavenworth's tickseed,Leavenworth's Tickseed,Asteraceae,FACW
COAN10,Coreopsis angustata,Coreopsis angustata Greene,,,,
COLE4,Coreopsis lewtonii,Coreopsis lewtonii Small,,,,
COLEC,Coreopsis leavenworthii,Coreopsis leavenworthii Torr. & A. Gray var. curtissii Sherff,,Leavenworth's Tickseed,,FACW
COLEG,Coreopsis leavenworthii,Coreopsis leavenworthii Torr. & A. Gray var. garberi A. Gray,,Leavenworth's Tickseed,,FACW
COLEL,Coreopsis leavenworthii,Coreopsis leavenworthii Torr. & A. Gray var. lewtonii (Small) Sherff,,Leavenworth's Tickseed,,FACW
COLE6,Collema leptaleum,Collema leptaleum Tuck.,jelly lichen,,Collemataceae,
COMI11,Collema microptychium,Collema microptychium Tuck.,,,,
COLEA,Coleanthus Seidel,Coleanthus Seidel,mossgrass,,Poaceae,
COLEO,Coleogyne Torr.,Coleogyne Torr.,coleogyne,,Rosaceae,
COLEU,Coleus Lour.,Coleus Lour.,coleus,,Lamiaceae,
COLI,Collinsia linearis,Collinsia linearis A. Gray,narrowleaf blue eyed Mary,,Scrophulariaceae,
CORAL4,Collinsia rattanii,Collinsia rattanii A. Gray var. linearis (A. Gray) Newsom,,,,
COLI13,Coenogonium linkii,Coenogonium linkii Ehrenb.,Link's coenogonium lichen,,Gyalectaceae,
COLI14,Collema limosum,Collema limosum (Ach.) Ach.,jelly lichen,,Collemataceae,
COGL15,Collema glaucescens,Collema glaucescens Hoffm.,,,,
COLI16,Cornutispora lichenicola,Cornutispora lichenicola D. Hawksw. & B. Sutton,,,Uncertain Ascomycota Family,
COLI2,Collomia linearis,Collomia linearis Nutt.,tiny trumpet,Narrow-Leaf Mountain-Trumpet,Polemoniaceae,UPL
COLI5,Coreopsis linifolia,Coreopsis linifolia Nutt.,Texas tickseed,Texas Tickseed,Asteraceae,FACW
COGLL,Coreopsis gladiata,Coreopsis gladiata Walter var. linifolia (Nutt.) Cronquist,,Coastal-Plain Tickseed,,FACW
COON,Coreopsis oniscicarpa,Coreopsis oniscicarpa Fernald,,,,
COONS,Coreopsis oniscicarpa,Coreopsis oniscicarpa Fernald var. simulans Fernald,,,,
COSA7,Coreopsis saxicoloidea,Coreopsis saxicoloidea Sherff,,,,
COLI6,Corrigiola litoralis,Corrigiola litoralis L.,strapwort,,Caryophyllaceae,
COLI7,Cordia lima,Cordia lima (Desv.) Roem. & Schult.,lija,,Boraginaceae,
VALI,Varronia lima,Varronia lima Desv.,,,,
COLI8,Coffea liberica,Coffea liberica W. Bull ex Hiern.,Liberian coffee,Liberian Coffee,Rubiaceae,
CODE11,Coffea dewevrei,Coffea dewevrei Wildm. & T. Dur.,,,,
COEX,Coffea excelsa,Coffea excelsa A. Chev.,,,,
COLLE2,Collema F.H.,Collema F.H. Wigg,jelly lichen,,Collemataceae,
COLLE3,"Colletia Juss.,","Colletia Juss., nom. cons.",,,Rhamnaceae,
COLLI,Collinsia Nutt.,Collinsia Nutt.,blue eyed Mary,,Scrophulariaceae,
COLLI2,Collinsonia L.,Collinsonia L.,horsebalm,,Lamiaceae,
COLLO,Collomia Nutt.,Collomia Nutt.,trumpet,,Polemoniaceae,
COLO4,Coprosma longifolia,Coprosma longifolia A. Gray,Oahu mirrorplant,Oahu Mirrorplant,Rubiaceae,
COLOO,Coprosma longifolia,Coprosma longifolia A. Gray var. oppositifolia Fosberg,,Oahu Mirrorplant,,
COLOC,Colocasia Schott,Colocasia Schott,colocasia,,Araceae,
COLOG,Cologania Kunth,Cologania Kunth,cologania,,Fabaceae,
COLOL,Cololejeunea (Spruce),Cololejeunea (Spruce) Schiffn.,,,Lejeuneaceae,
COLON,Colona Cav.,Colona Cav.,,,Tiliaceae,
COLOP,Colophospermum Kirk,Colophospermum Kirk ex J. Léonard,,,Fabaceae,
COLU5,Cotoneaster lucidus,Cotoneaster lucidus Schltdl.,shiny cotoneaster,,Rosaceae,
COLUB,Colubrina Rich.,Colubrina Rich. ex Brongn.,nakedwood,,Rhamnaceae,
COLUM,Columnea L.,Columnea L.,columnea,,Gesneriaceae,
COLUM2,Columbiadoria G.L.,Columbiadoria G.L. Nesom,columbiadoria,,Asteraceae,
COLUM3,Columbia Pers.,Columbia Pers.,,,Tiliaceae,
COLUT,Colutea L.,Colutea L.,colutea,,Fabaceae,
COMA,Collomia mazama,Collomia mazama Coville,Mt. Mazama collomia,,Polemoniaceae,
COMA10,Coreopsis maritima,Coreopsis maritima (Nutt.) Hook. f.,sea dahlia,,Asteraceae,
TUMA2,Tuckermannia maritima,Tuckermannia maritima Nutt.,,,,
